"","Bird_ID","Trial","Enclosure","Object","Context","Latency_to_enter","Latency_to_Eat","Zoi_duration","Object_Type","GroupID","NestID","group_dummy","ind_dummy","Object_contrast","Context_contrast"
"1","BB_BB","1","B8","novel","group",2.2,2.9,183.666,2,"7A","2024VM08",1,0,0.5,0.5
"2","BB_BB","2","B8","novel","individual",6.234,13.833,91.9,4,NA,"2024VM08",0,1,0.5,-0.5
"3","BB_BB","3","B8","control","group",2.267,2.2,85.367,3,"7A","2024VM08",1,0,-0.5,0.5
"4","BB_BB","4","B8","control","individual",1.567,3.733,203.333,3,NA,"2024VM08",0,1,-0.5,-0.5
"5","BB_BB","5","B8","novel","group",1.067,2.733,371.5,1,"7A","2024VM08",1,0,0.5,0.5
"6","BB_BB","6","B8","novel","individual",1.233,3.7,552.2,5,NA,"2024VM08",0,1,0.5,-0.5
"7","BB_BB","7","B8","control","group",1.133,2.7,302.667,3,"7A","2024VM08",1,0,-0.5,0.5
"8","BB_BB","8","B8","control","individual",1.5,4.5,44.9,3,NA,"2024VM08",0,1,-0.5,-0.5
"9","BB_BP","1","B4","novel","group",7.48,3.48,87.32,5,"3A","2024KN04",1,0,0.5,0.5
"10","BB_BP","2","B4","novel","individual",47.533,600,2.267,1,NA,"2024KN04",0,1,0.5,-0.5
"11","BB_BP","3","B4","control","group",1.96,2.2,121.84,3,"3A","2024KN04",1,0,-0.5,0.5
"12","BB_BP","4","B4","control","individual",1.433,3.067,79.966,3,NA,"2024KN04",0,1,-0.5,-0.5
"13","BB_BP","5","B4","novel","group",1.8,3.334,27.9,4,"3A","2024KN04",1,0,0.5,0.5
"14","BB_BP","6","B4","novel","individual",2.08,4.08000000000001,454.445,2,NA,"2024KN04",0,1,0.5,-0.5
"15","BB_BP","7","B4","control","group",2.64,2.92,425.04,3,"3A","2024KN04",1,0,-0.5,0.5
"16","BB_BP","8","B4","control","individual",1.68,3.52,45.92,3,NA,"2024KN04",0,1,-0.5,-0.5
"17","BB_BY","1","B9","novel","individual",8.133,21.1,341.067,1,NA,"2024KN20",0,1,0.5,-0.5
"18","BB_BY","2","B9","control","group",2.9,3.7,130.4,4,"8A","2024KN20",1,0,-0.5,0.5
"19","BB_BY","3","B9","control","individual",3.333,5.734,659.814,4,NA,"2024KN20",0,1,-0.5,-0.5
"20","BB_BY","4","B9","novel","group",1.133,5,521.401,5,"8A","2024KN20",1,0,0.5,0.5
"21","BB_BY","5","B9","novel","individual",2.334,8.566,507.2,2,NA,"2024KN20",0,1,0.5,-0.5
"22","BB_BY","6","B9","control","group",1.266,4.067,465.866,4,"8A","2024KN20",1,0,-0.5,0.5
"23","BB_BY","7","B9","control","individual",1.734,26.933,670.773,4,NA,"2024KN20",0,1,-0.5,-0.5
"24","BB_BY","8","B9","novel","group",1.8,6.567,425.401,3,"8A","2024KN20",1,0,0.5,0.5
"25","BB_GR","1","B5","novel","individual",5.88,600,2.48,1,NA,"2024KS01",0,1,0.5,-0.5
"26","BB_GR","2","B5","control","group",1.8,2.933,40.967,4,"4A","2024KS01",1,0,-0.5,0.5
"27","BB_GR","3","B5","control","individual",2.04,2.76,69.4,4,NA,"2024KS01",0,1,-0.5,-0.5
"28","BB_GR","4","B5","novel","group",2.4,3.667,60.233,3,"4A","2024KS01",1,0,0.5,0.5
"29","BB_GR","5","B5","novel","individual",1.433,2.9,149.333,2,NA,"2024KS01",0,1,0.5,-0.5
"30","BB_GR","6","B5","control","group",1.56,2.04,110.96,4,"4A","2024KS01",1,0,-0.5,0.5
"31","BB_GR","7","B5","control","individual",1.56,2.6,70,4,NA,"2024KS01",0,1,-0.5,-0.5
"32","BB_GR","8","B5","novel","group",1.2,3.44,237.12,5,"4A","2024KS01",1,0,0.5,0.5
"33","BB_GY","1","B4","novel","group",11.36,16.8,13,5,"3B","2024OO42",1,0,0.5,0.5
"34","BB_GY","2","B4","novel","individual",1.433,600,0,1,NA,"2024OO42",0,1,0.5,-0.5
"35","BB_GY","3","B4","control","group",3.68,2.48,156,3,"3B","2024OO42",1,0,-0.5,0.5
"36","BB_GY","4","B4","control","individual",2.433,3.534,143.233,3,NA,"2024OO42",0,1,-0.5,-0.5
"37","BB_GY","5","B4","novel","group",1.666,2.567,161.833,4,"3B","2024OO42",1,0,0.5,0.5
"38","BB_GY","6","B4","novel","individual",2.04,4.76,36.28,2,NA,"2024OO42",0,1,0.5,-0.5
"39","BB_GY","7","B4","control","group",1.96,2.44,103.356,3,"3B","2024OO42",1,0,-0.5,0.5
"40","BB_GY","8","B4","control","individual",1.64,3.16,49.76,3,NA,"2024OO42",0,1,-0.5,-0.5
"41","BB_PR","1","B7","control","individual",2.6,3.034,102.867,2,NA,"2024BR02",0,1,-0.5,-0.5
"42","BB_PR","2","B7","novel","group",1.167,2.792,106.334,3,"6A","2024BR02",1,0,0.5,0.5
"43","BB_PR","3","B7","novel","individual",1.59999999999999,4.10000000000001,47.733,4,NA,"2024BR02",0,1,0.5,-0.5
"44","BB_PR","4","B7","control","group",1.367,2.566,127.067,2,"6A","2024BR02",1,0,-0.5,0.5
"45","BB_PR","5","B7","control","individual",1.16,56.32,144.88,2,NA,"2024BR02",0,1,-0.5,-0.5
"46","BB_PR","6","B7","novel","group",1.367,14.466,160.632,5,"6A","2024BR02",1,0,0.5,0.5
"47","BB_PR","7","B7","novel","individual",1.44,3.6,122.8,1,NA,"2024BR02",0,1,0.5,-0.5
"48","BB_PR","8","B7","control","group",0.866999999999999,2.733,122.734,2,"6A","2024BR02",1,0,-0.5,0.5
"49","BB_RR","1","B6","control","group",2.467,4.367,26.733,1,"5A","2024OO31",1,0,-0.5,0.5
"50","BB_RR","2","B6","control","individual",1.083,2.875,131.458,1,NA,"2024OO31",0,1,-0.5,-0.5
"51","BB_RR","3","B6","novel","group",1.2,3.534,23,2,"5A","2024OO31",1,0,0.5,0.5
"52","BB_RR","4","B6","novel","individual",1.5,3.034,63.533,3,NA,"2024OO31",0,1,0.5,-0.5
"53","BB_RR","5","B6","control","group",1.24,2.2,19.16,1,"5A","2024OO31",1,0,-0.5,0.5
"54","BB_RR","6","B6","control","individual",1.366,2.634,62.967,1,NA,"2024OO31",0,1,-0.5,-0.5
"55","BB_RR","7","B6","novel","group",2.36,3.28,17.4,4,"5A","2024OO31",1,0,0.5,0.5
"56","BB_RR","8","B6","novel","individual",1.1,3.8,50.833,5,NA,"2024OO31",0,1,0.5,-0.5
"57","BG_BP","1","B5","novel","individual",4.12,600,0,1,NA,"2024OO15",0,1,0.5,-0.5
"58","BG_BP","2","B5","control","group",2.3,2.234,36.334,4,"4B","2024OO15",1,0,-0.5,0.5
"59","BG_BP","3","B5","control","individual",1.8,3.84,71.2,4,NA,"2024OO15",0,1,-0.5,-0.5
"60","BG_BP","4","B5","novel","group",1.9,2.567,96.3000000000001,3,"4B","2024OO15",1,0,0.5,0.5
"61","BG_BP","5","B5","novel","individual",1.5,3.8,44.6,2,NA,"2024OO15",0,1,0.5,-0.5
"62","BG_BP","6","B5","control","group",1.44,2.44,173.04,4,"4B","2024OO15",1,0,-0.5,0.5
"63","BG_BP","7","B5","control","individual",1.6,4.04,67.4,4,NA,"2024OO15",0,1,-0.5,-0.5
"64","BG_BP","8","B5","novel","group",1.6,2.88,89.44,5,"4B","2024OO15",1,0,0.5,0.5
"65","BG_BR","1","B8","novel","group",9.1,3.466,54.133,2,"7B","2024MK02",1,0,0.5,0.5
"66","BG_BR","2","B8","novel","individual",6.867,10.267,78.4,4,NA,"2024MK02",0,1,0.5,-0.5
"67","BG_BR","3","B8","control","group",2.7,2.8,46.867,3,"7B","2024MK02",1,0,-0.5,0.5
"68","BG_BR","4","B8","control","individual",2.433,5.267,57.4,3,NA,"2024MK02",0,1,-0.5,-0.5
"69","BG_BR","5","B8","novel","group",2.367,50.766,46.4,1,"7B","2024MK02",1,0,0.5,0.5
"70","BG_BR","6","B8","novel","individual",4.6,21.2,61.7,5,NA,"2024MK02",0,1,0.5,-0.5
"71","BG_BR","7","B8","control","group",2.134,3.666,34.266,3,"7B","2024MK02",1,0,-0.5,0.5
"72","BG_BR","8","B8","control","individual",1.8,6.033,63.566,3,NA,"2024MK02",0,1,-0.5,-0.5
"73","BG_BY","1","B5","novel","individual",5.36,24.64,78.6,1,NA,"2024BL06",0,1,0.5,-0.5
"74","BG_BY","2","B5","control","group",2.8,3.3,126.066,4,"4A","2024BL06",1,0,-0.5,0.5
"75","BG_BY","3","B5","control","individual",2.48,6.08,366.44,4,NA,"2024BL06",0,1,-0.5,-0.5
"76","BG_BY","4","B5","novel","group",1.567,4.967,415.633,3,"4A","2024BL06",1,0,0.5,0.5
"77","BG_BY","5","B5","novel","individual",2.733,7.2,67.733,2,NA,"2024BL06",0,1,0.5,-0.5
"78","BG_BY","6","B5","control","group",2.04,3.88,149.16,4,"4A","2024BL06",1,0,-0.5,0.5
"79","BG_BY","7","B5","control","individual",2,12,242,4,NA,"2024BL06",0,1,-0.5,-0.5
"80","BG_BY","8","B5","novel","group",2.16,437.2,138.6,5,"4A","2024BL06",1,0,0.5,0.5
"81","BG_PR","1","B9","novel","individual",4.3,600,11.466,1,NA,"2024KN20",0,1,0.5,-0.5
"82","BG_PR","2","B9","control","group",4.034,3.366,59.266,4,"8A","2024KN20",1,0,-0.5,0.5
"83","BG_PR","3","B9","control","individual",2.333,6.9,76.466,4,NA,"2024KN20",0,1,-0.5,-0.5
"84","BG_PR","4","B9","novel","group",1.667,6.133,324.899,5,"8A","2024KN20",1,0,0.5,0.5
"85","BG_PR","5","B9","novel","individual",1.333,72.1,323.566,2,NA,"2024KN20",0,1,0.5,-0.5
"86","BG_PR","6","B9","control","group",1.8,8.7,150.834,4,"8A","2024KN20",1,0,-0.5,0.5
"87","BG_PR","7","B9","control","individual",1.933,13.833,319.967,4,NA,"2024KN20",0,1,-0.5,-0.5
"88","BG_PR","8","B9","novel","group",1.834,4.6,115.733,3,"8A","2024KN20",1,0,0.5,0.5
"89","BG_RR","1","B7","control","individual",3,3.633,67.133,2,NA,"2024BL10",0,1,-0.5,-0.5
"90","BG_RR","2","B7","novel","group",1.458,2.708,132.208,3,"6B","2024BL10",1,0,0.5,0.5
"91","BG_RR","3","B7","novel","individual",2.933,3.667,129.2,4,NA,"2024BL10",0,1,0.5,-0.5
"92","BG_RR","4","B7","control","group",1.334,2.733,107.867,2,"6B","2024BL10",1,0,-0.5,0.5
"93","BG_RR","5","B7","control","individual",1.68,3.84,64.24,2,NA,"2024BL10",0,1,-0.5,-0.5
"94","BG_RR","6","B7","novel","group",1.067,3.3,198.235,5,"6B","2024BL10",1,0,0.5,0.5
"95","BG_RR","7","B7","novel","individual",3.16,7.28,37.12,1,NA,"2024BL10",0,1,0.5,-0.5
"96","BG_RR","8","B7","control","group",1.767,2.067,217.633,2,"6B","2024BL10",1,0,-0.5,0.5
"97","BP_BP","1","B3","control","individual",1.3,2.867,385.328,2,NA,"2024OO16",0,1,-0.5,-0.5
"98","BP_BP","2","B3","novel","group",1.267,2.53299999999999,128.933,4,"2A","2024OO16",1,0,0.5,0.5
"99","BP_BP","3","B3","novel","individual",1.334,2.933,97.833,1,NA,"2024OO16",0,1,0.5,-0.5
"100","BP_BP","4","B3","control","group",1.167,2.166,41.467,2,"2A","2024OO16",1,0,-0.5,0.5
"101","BP_BP","5","B3","control","individual",1.234,3.633,39,2,NA,"2024OO16",0,1,-0.5,-0.5
"102","BP_BP","6","B3","novel","group",1.267,4.966,50.133,5,"2A","2024OO16",1,0,0.5,0.5
"103","BP_BP","7","B3","novel","individual",2.667,3.233,158.401,3,NA,"2024OO16",0,1,0.5,-0.5
"104","BP_BP","8","B3","control","group",1.5,2.033,175.532,2,"2A","2024OO16",1,0,-0.5,0.5
"105","BP_BY","1","B9","novel","individual",2.7,471.367,42.534,1,NA,"2024VM03",0,1,0.5,-0.5
"106","BP_BY","2","B9","control","group",3.3,3.2,7.534,4,"8A","2024VM03",1,0,-0.5,0.5
"107","BP_BY","3","B9","control","individual",2.566,6.267,41.967,4,NA,"2024VM03",0,1,-0.5,-0.5
"108","BP_BY","4","B9","novel","group",1.967,3.766,26.867,5,"8A","2024VM03",1,0,0.5,0.5
"109","BP_BY","5","B9","novel","individual",1.934,7.266,25.067,2,NA,"2024VM03",0,1,0.5,-0.5
"110","BP_BY","6","B9","control","group",1.666,2.667,47.2,4,"8A","2024VM03",1,0,-0.5,0.5
"111","BP_BY","7","B9","control","individual",1.567,4.133,38.634,4,NA,"2024VM03",0,1,-0.5,-0.5
"112","BP_BY","8","B9","novel","group",1.2,2.6,65.033,3,"8A","2024VM03",1,0,0.5,0.5
"113","BP_GG","1","B7","control","individual",4.133,3.3,123.734,2,NA,"2024VM02",0,1,-0.5,-0.5
"114","BP_GG","2","B7","novel","group",2.25,1.792,19.041,3,"6A","2024VM02",1,0,0.5,0.5
"115","BP_GG","3","B7","novel","individual",1.567,2.733,390.034,4,NA,"2024VM02",0,1,0.5,-0.5
"116","BP_GG","4","B7","control","group",1.667,2.833,86.634,2,"6A","2024VM02",1,0,-0.5,0.5
"117","BP_GG","5","B7","control","individual",1.48,2.56,90.52,2,NA,"2024VM02",0,1,-0.5,-0.5
"118","BP_GG","6","B7","novel","group",1.067,2.966,173.1,5,"6A","2024VM02",1,0,0.5,0.5
"119","BP_GG","7","B7","novel","individual",2.4,4.68,361.48,1,NA,"2024VM02",0,1,0.5,-0.5
"120","BP_GG","8","B7","control","group",0.9,2.4,78.6,2,"6A","2024VM02",1,0,-0.5,0.5
"121","BP_GP","1","B6","control","group",4.367,2.867,60.933,1,"5A","2024BL06",1,0,-0.5,0.5
"122","BP_GP","2","B6","control","individual",1.333,3.459,58.792,1,NA,"2024BL06",0,1,-0.5,-0.5
"123","BP_GP","3","B6","novel","group",2.5,3.434,87.167,2,"5A","2024BL06",1,0,0.5,0.5
"124","BP_GP","4","B6","novel","individual",1.134,7.133,17.433,3,NA,"2024BL06",0,1,0.5,-0.5
"125","BP_GP","5","B6","control","group",1.4,2.28,31.96,1,"5A","2024BL06",1,0,-0.5,0.5
"126","BP_GP","6","B6","control","individual",1.634,3.266,57.434,1,NA,"2024BL06",0,1,-0.5,-0.5
"127","BP_GP","7","B6","novel","group",1.64,2.68,418.04,4,"5A","2024BL06",1,0,0.5,0.5
"128","BP_GP","8","B6","novel","individual",1.067,4,51.867,5,NA,"2024BL06",0,1,0.5,-0.5
"129","BP_GR","1","B3","control","individual",1.267,4.766,50.2,2,NA,"2024OO37",0,1,-0.5,-0.5
"130","BP_GR","2","B3","novel","group",3.167,2.36699999999999,82.8,4,"2B","2024OO37",1,0,0.5,0.5
"131","BP_GR","3","B3","novel","individual",3.633,28.933,74.1,1,NA,"2024OO37",0,1,0.5,-0.5
"132","BP_GR","4","B3","control","group",1.766,3.234,53.766,2,"2B","2024OO37",1,0,-0.5,0.5
"133","BP_GR","5","B3","control","individual",4.90000000000001,4.16699999999999,16.834,2,NA,"2024OO37",0,1,-0.5,-0.5
"134","BP_GR","6","B3","novel","group",2.034,2.9,48.833,5,"2B","2024OO37",1,0,0.5,0.5
"135","BP_GR","7","B3","novel","individual",3.1,4.7,51.367,3,NA,"2024OO37",0,1,0.5,-0.5
"136","BP_GR","8","B3","control","group",2.1,3.967,31.133,2,"2B","2024OO37",1,0,-0.5,0.5
"137","BP_RY","1","B6","control","group",1.766,4.3,29.867,1,"5B","2024OO20",1,0,-0.5,0.5
"138","BP_RY","2","B6","control","individual",1.666,600,157.5,1,NA,"2024OO20",0,1,-0.5,-0.5
"139","BP_RY","3","B6","novel","group",1.167,5.3,13.333,2,"5B","2024OO20",1,0,0.5,0.5
"140","BP_RY","4","B6","novel","individual",1.333,100.134,77.867,3,NA,"2024OO20",0,1,0.5,-0.5
"141","BP_RY","5","B6","control","group",1.68,2.92,96.96,1,"5B","2024OO20",1,0,-0.5,0.5
"142","BP_RY","6","B6","control","individual",1.534,8.866,77.533,1,NA,"2024OO20",0,1,-0.5,-0.5
"143","BP_RY","7","B6","novel","group",1.16,239.68,361.52,4,"5B","2024OO20",1,0,0.5,0.5
"144","BP_RY","8","B6","novel","individual",0.933,50.867,58,5,NA,"2024OO20",0,1,0.5,-0.5
"145","BP_YY","1","B3","control","individual",1.433,4.96700000000001,152.434,2,NA,"2024OO37",0,1,-0.5,-0.5
"146","BP_YY","2","B3","novel","group",1.36699999999999,4.166,159.5,4,"2A","2024OO37",1,0,0.5,0.5
"147","BP_YY","3","B3","novel","individual",2.267,600,14.267,1,NA,"2024OO37",0,1,0.5,-0.5
"148","BP_YY","4","B3","control","group",1.5,2.833,37.1,2,"2A","2024OO37",1,0,-0.5,0.5
"149","BP_YY","5","B3","control","individual",1.366,3.8,145.066,2,NA,"2024OO37",0,1,-0.5,-0.5
"150","BP_YY","6","B3","novel","group",1.433,2.867,160.133,5,"2A","2024OO37",1,0,0.5,0.5
"151","BP_YY","7","B3","novel","individual",1.4,4.1,198.767,3,NA,"2024OO37",0,1,0.5,-0.5
"152","BP_YY","8","B3","control","group",1.4,2.266,60.267,2,"2A","2024OO37",1,0,-0.5,0.5
"153","BR_BP","1","B4","novel","group",8.16,4.08,65.8,5,"3B","2024DH04",1,0,0.5,0.5
"154","BR_BP","2","B4","novel","individual",7.434,4.6,62.1,1,NA,"2024DH04",0,1,0.5,-0.5
"155","BR_BP","3","B4","control","group",2.12,3,196.6,3,"3B","2024DH04",1,0,-0.5,0.5
"156","BR_BP","4","B4","control","individual",1.667,3,197.967,3,NA,"2024DH04",0,1,-0.5,-0.5
"157","BR_BP","5","B4","novel","group",1.2,3.966,77.534,4,"3B","2024DH04",1,0,0.5,0.5
"158","BR_BP","6","B4","novel","individual",2.12,4.12,74.6,2,NA,"2024DH04",0,1,0.5,-0.5
"159","BR_BP","7","B4","control","group",1.36,3.4,65.005,3,"3B","2024DH04",1,0,-0.5,0.5
"160","BR_BP","8","B4","control","individual",2.12,6.56,87.68,3,NA,"2024DH04",0,1,-0.5,-0.5
"161","BR_GR","1","B7","control","individual",4.167,4.2,169.167,2,NA,"2024VM07",0,1,-0.5,-0.5
"162","BR_GR","2","B7","novel","group",1.958,2.875,60.834,3,"6B","2024VM07",1,0,0.5,0.5
"163","BR_GR","3","B7","novel","individual",1.734,4.866,56.867,4,NA,"2024VM07",0,1,0.5,-0.5
"164","BR_GR","4","B7","control","group",1.534,3.2,53.633,2,"6B","2024VM07",1,0,-0.5,0.5
"165","BR_GR","5","B7","control","individual",2.04,5.12,103.08,2,NA,"2024VM07",0,1,-0.5,-0.5
"166","BR_GR","6","B7","novel","group",1.633,3.134,144.366,5,"6B","2024VM07",1,0,0.5,0.5
"167","BR_GR","7","B7","novel","individual",1.36,600,19.8,1,NA,"2024VM07",0,1,0.5,-0.5
"168","BR_GR","8","B7","control","group",1.067,2.633,249.966,2,"6B","2024VM07",1,0,-0.5,0.5
"169","BR_GY","1","B3","control","individual",1.2,3.3,116.5,2,NA,"2024OO25",0,1,-0.5,-0.5
"170","BR_GY","2","B3","novel","group",2.40000000000001,2.267,415.767,4,"2A","2024OO25",1,0,0.5,0.5
"171","BR_GY","3","B3","novel","individual",1.467,2.9,41.866,1,NA,"2024OO25",0,1,0.5,-0.5
"172","BR_GY","4","B3","control","group",1.4,2.567,235.102,2,"2A","2024OO25",1,0,-0.5,0.5
"173","BR_GY","5","B3","control","individual",1.666,5.3,76.767,2,NA,"2024OO25",0,1,-0.5,-0.5
"174","BR_GY","6","B3","novel","group",1.967,3.433,67.867,5,"2A","2024OO25",1,0,0.5,0.5
"175","BR_GY","7","B3","novel","individual",1.2,4.2,78.667,3,NA,"2024OO25",0,1,0.5,-0.5
"176","BR_GY","8","B3","control","group",2.066,2,190.333,2,"2A","2024OO25",1,0,-0.5,0.5
"177","BR_PP","1","B2","control","group",4.29999999999998,2.833,419.241,1,"1A","2024OO25",1,0,-0.5,0.5
"178","BR_PP","2","B2","control","individual",16.7,7.433,451.133,1,NA,"2024OO25",0,1,-0.5,-0.5
