Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
B8_8_BB_BB_control_SB,2024-08-03 18:06:46.493,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_8_BB_BB_control.mp4,635.934,30.0,No focal subject,Trial start,,,POINT,9.633,9.633,NA,,
B8_2_PR_BP_novel_SB,2024-08-03 17:02:01.318,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_2_PR_BP_novel.mp4,653.164,30.0,No focal subject,Trial start,,,POINT,9.697,9.697,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,No focal subject,Trial start,,,POINT,9.766,9.766,NA,,
B7_3_BG_RR_novel_SB,2024-08-02 14:29:09.949,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_3_BG_RR_novel (1).mov,711.100,30.0,No focal subject,Trial start,,,POINT,9.999,9.999,NA,,
B8_2_PR_BP_novel_SB,2024-08-03 17:02:01.318,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_2_PR_BP_novel.mp4,653.164,30.0,No focal subject,Test arena entry,,,POINT,10.130,10.130,NA,,
B6_4_PY_BY_novel_SB,2024-08-02 13:33:45.170,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_4_PY_BY_novel.mov,649.467,30.0,No focal subject,Trial start,,,POINT,10.199,10.199,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,red,Test arena entry,,,POINT,10.400,10.400,NA,,
B8_8_BB_BB_control_SB,2024-08-03 18:06:46.493,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_8_BB_BB_control.mp4,635.934,30.0,No focal subject,Test arena entry,,,POINT,10.533,10.533,NA,,
B6_4_PY_BY_novel_SB,2024-08-02 13:33:45.170,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_4_PY_BY_novel.mov,649.467,30.0,No focal subject,Test arena entry,,,POINT,10.766,10.766,NA,,
B4_2_PP_GY_novel_SB,2024-08-01 17:21:25.220,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_2_PP_GY_novel (1).mov,816.200,30.0,No focal subject,Trial start,,,POINT,10.866,10.866,NA,,
B8_6_PY_GP_novel_SB,2024-08-03 18:01:26.563,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_PY_GP_novel.mp4,637.334,30.0,No focal subject,Trial start,,,POINT,10.933,10.933,NA,,
B5_3_PR_GG_control_SB,2024-08-01 23:47:06.394,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_3_PR_GG_control (1).mov,688.760,25.0,No focal subject,Trial start,,,POINT,11.080,11.080,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,redblack,Test arena entry,,,POINT,11.100,11.100,NA,,
B4_8_GY_PP_control_SB,2024-08-01 18:04:34.713,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_8_GY_PP_control (1).mp4,802.080,25.0,No focal subject,Trial start,,,POINT,11.200,11.200,NA,,
B5_5_PP_RY_novel_SB,2024-08-01 23:52:27.567,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_5_PP_RY_novel (1).mov,645.433,30.0,No focal subject,Trial start,,,POINT,11.300,11.300,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,blue,Test arena entry,,,POINT,11.400,11.400,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,black,Test arena entry,,,POINT,11.400,11.400,NA,,
B6_4_GG_BG_novel_SB,2024-08-02 13:26:37.753,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_4_GG_BG_novel (1).mov,659.667,30.0,No focal subject,Trial start,,,POINT,11.600,11.600,NA,,
B8_6_BB_BB_novel_SB,2024-08-03 17:46:35.992,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_BB_BB_novel.mp4,639.267,30.0,No focal subject,Trial start,,,POINT,11.733,11.733,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,No focal subject,Trial start,,,POINT,11.749,11.749,NA,,
B4_8_GY_PP_control_SB,2024-08-01 18:04:34.713,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_8_GY_PP_control (1).mp4,802.080,25.0,No focal subject,Test arena entry,,,POINT,11.760,11.760,NA,,
B4_2_BB_GY_novel_SB,2024-08-01 16:55:33.327,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_2_BB_GY_novel (1).mov,702.233,30.0,No focal subject,Trial start,,,POINT,11.833,11.833,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,No focal subject,Trial start,,,POINT,11.997,11.997,NA,,
B8_2_PR_BP_novel_SB,2024-08-03 17:02:01.318,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_2_PR_BP_novel.mp4,653.164,30.0,No focal subject,Zone of Interest,,,STATE,12.030,100.897,88.867,,
B8_6_PY_GP_novel_SB,2024-08-03 18:01:26.563,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_PY_GP_novel.mp4,637.334,30.0,No focal subject,Test arena entry,,,POINT,12.033,12.033,NA,,
B9_7_PP_GP_control_SB,2024-08-02 11:37:55.907,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_7_PP_GP_control.mp4,663.663,30.0,No focal subject,Trial start,,,POINT,12.163,12.163,NA,,
B9_3_PP_GP_control_SB,2024-08-03 19:05:02.367,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_3_PP_GP_control (1).mp4,744.464,30.0,No focal subject,Trial start,,,POINT,12.230,12.230,NA,,
B5_5_RR_BY_novel_SB,2024-08-02 00:05:25.985,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_5_RR_BY_novel (1).mov,643.600,30.0,No focal subject,Trial start,,,POINT,12.366,12.366,NA,,
B4_2_BB_GY_novel_SB,2024-08-01 16:55:33.327,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_2_BB_GY_novel (1).mov,702.233,30.0,No focal subject,Test arena entry,,,POINT,12.400,12.400,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,redblue,Test arena entry,,,POINT,12.466,12.466,NA,,
B7_3_BG_RR_novel_SB,2024-08-02 14:29:09.949,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_3_BG_RR_novel (1).mov,711.100,30.0,No focal subject,Test arena entry,,,POINT,12.466,12.466,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,red,Test arena entry,,,POINT,12.530,12.530,NA,,
B8_2_PR_BP_novel_SB,2024-08-03 17:02:01.318,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_2_PR_BP_novel.mp4,653.164,30.0,No focal subject,Eating,,,POINT,12.563,12.563,NA,,
B8_6_BB_BB_novel_SB,2024-08-03 17:46:35.992,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_BB_BB_novel.mp4,639.267,30.0,No focal subject,Test arena entry,,,POINT,12.567,12.567,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,red,Test arena entry,,,POINT,12.624,12.624,NA,,
B6_4_GG_BG_novel_SB,2024-08-02 13:26:37.753,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_4_GG_BG_novel (1).mov,659.667,30.0,No focal subject,Test arena entry,,,POINT,12.667,12.667,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,black,Test arena entry,,,POINT,12.697,12.697,NA,,
B5_3_PR_GG_control_SB,2024-08-01 23:47:06.394,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_3_PR_GG_control (1).mov,688.760,25.0,No focal subject,Test arena entry,,,POINT,12.760,12.760,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,blue,Test arena entry,,,POINT,12.797,12.797,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,redblue,Test arena entry,,,POINT,12.863,12.863,NA,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,No focal subject,Trial start,,,POINT,12.966,12.966,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,black,Test arena entry,,,POINT,13.083,13.083,NA,,
B5_5_PP_RY_novel_SB,2024-08-01 23:52:27.567,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_5_PP_RY_novel (1).mov,645.433,30.0,No focal subject,Test arena entry,,,POINT,13.133,13.133,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,redblue,Test arena entry,,,POINT,13.291,13.291,NA,,
B5_7_BY_PR_control_SB,2024-08-02 00:13:15.004,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_7_BY_PR_control (1).mp4,652.600,25.0,No focal subject,Trial start,,,POINT,13.400,13.400,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,black,Zone of Interest,,,STATE,13.433,59.666,46.233,,
B9_7_PP_GP_control_SB,2024-08-02 11:37:55.907,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_7_PP_GP_control.mp4,663.663,30.0,No focal subject,Test arena entry,,,POINT,13.497,13.497,NA,,
B7_5_GG_BR_control_SB,2024-08-03 16:29:46.025,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_5_GG_BR_control.mp4,645.040,25.0,No focal subject,Trial start,,,POINT,13.520,13.520,NA,,
B9_5_PP_GP_novel_SB,2024-08-03 19:13:23.127,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_5_PP_GP_novel (1).mp4,719.536,30.0,No focal subject,Trial start,,,POINT,13.570,13.570,NA,,
B9_3_PP_GP_control_SB,2024-08-03 19:05:02.367,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_3_PP_GP_control (1).mp4,744.464,30.0,No focal subject,Test arena entry,,,POINT,13.663,13.663,NA,,
B6_8_GY_BG_novel_SB,2024-08-02 14:21:23.182,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_8_GY_BG_novel.mov,686.633,30.0,No focal subject,Trial start,,,POINT,13.700,13.700,NA,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,redblack,Test arena entry,,,POINT,13.733,13.733,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,black,Eating,,,POINT,13.833,13.833,NA,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,No focal subject,Trial start,,,POINT,13.933,13.933,NA,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,red,Test arena entry,,,POINT,13.966,13.966,NA,,
B5_5_RR_BY_novel_SB,2024-08-02 00:05:25.985,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_5_RR_BY_novel (1).mov,643.600,30.0,No focal subject,Test arena entry,,,POINT,14.066,14.066,NA,,
B6_8_BY_PY_novel_SB,2024-08-02 14:13:11.538,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_8_BY_PY_novel (1).mov,653.833,30.0,No focal subject,Trial start,,,POINT,14.133,14.133,NA,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,redblue,Test arena entry,,,POINT,14.133,14.133,NA,,
B5_7_BY_PR_control_SB,2024-08-02 00:13:15.004,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_7_BY_PR_control (1).mp4,652.600,25.0,No focal subject,Test arena entry,,,POINT,14.160,14.160,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,redblack,Test arena entry,,,POINT,14.166,14.166,NA,,
B3_5_BP_YY_control_SB,2024-08-01 16:07:03.872,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_5_BP_YY_control.mov,716.700,30.0,No focal subject,Trial start,,,POINT,14.333,14.333,NA,,
B4_8_GY_PP_control_SB,2024-08-01 18:04:34.713,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_8_GY_PP_control (1).mp4,802.080,25.0,No focal subject,Zone of Interest,,,STATE,14.360,61.960,47.600,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,black,Test arena entry,,,POINT,14.399,14.399,NA,,
B9_5_PP_GP_novel_SB,2024-08-03 19:13:23.127,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_5_PP_GP_novel (1).mp4,719.536,30.0,No focal subject,Test arena entry,,,POINT,14.437,14.437,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,blue,Test arena entry,,,POINT,14.458,14.458,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,red,Zone of Interest,,,STATE,14.463,56.230,41.767,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,red,Zone of Interest,,,STATE,14.466,14.900,0.434,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,blue,Zone of Interest,,,STATE,14.466,26.700,12.234,,
B8_8_BB_BB_control_SB,2024-08-03 18:06:46.493,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_8_BB_BB_control.mp4,635.934,30.0,No focal subject,Zone of Interest,,,STATE,14.467,59.333,44.866,,
B7_5_GG_BR_control_SB,2024-08-03 16:29:46.025,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_5_GG_BR_control.mp4,645.040,25.0,No focal subject,Test arena entry,,,POINT,14.600,14.600,NA,,
B8_6_PY_BR_novel_SB,2024-08-03 17:56:08.353,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_PY_BR_novel.mp4,647.534,30.0,No focal subject,Trial start,,,POINT,14.667,14.667,NA,,
B3_7_RY_GG_novel_SB,2024-08-01 16:11:10.363,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_7_RY_GG_novel.mov,675.333,30.0,No focal subject,Trial start,,,POINT,14.700,14.700,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,redblack,Zone of Interest,,,STATE,14.766,26.300,11.534,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,blue,Test arena entry,,,POINT,14.767,14.767,NA,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,redblue,Test arena entry,,,POINT,14.767,14.767,NA,,
B6_8_GY_BG_novel_SB,2024-08-02 14:21:23.182,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_8_GY_BG_novel.mov,686.633,30.0,No focal subject,Test arena entry,,,POINT,14.800,14.800,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,red,Eating,,,POINT,14.830,14.830,NA,,
B5_5_RR_PP_novel_SB,2024-08-02 00:09:28.971,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B5_5_RR_PP_novel (1).mov,669.300,30.0,No focal subject,Trial start,,,POINT,14.866,14.866,NA,,
B4_8_GY_PP_control_SB,2024-08-01 18:04:34.713,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_8_GY_PP_control (1).mp4,802.080,25.0,No focal subject,Eating,,,POINT,14.920,14.920,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,blue,Zone of Interest,,,STATE,14.963,58.663,43.700,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,blue,Eating,,,POINT,14.966,14.966,NA,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,black,Test arena entry,,,POINT,15.133,15.133,NA,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,redblack,Test arena entry,,,POINT,15.133,15.133,NA,,
B3_5_BP_YY_control_SB,2024-08-01 16:07:03.872,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_5_BP_YY_control.mov,716.700,30.0,No focal subject,Test arena entry,,,POINT,15.166,15.166,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,redblue,Zone of Interest,,,STATE,15.166,15.433,0.267,,
B7_4_B_control_SB,2024-08-02 14:40:34.108,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_4_B_control.mov,679.800,30.0,blue,Test arena entry,,,POINT,15.166,15.166,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,black,Zone of Interest,,,STATE,15.197,55.730,40.533,,
B6_4_PY_BY_novel_SB,2024-08-02 13:33:45.170,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_4_PY_BY_novel.mov,649.467,30.0,No focal subject,Zone of Interest,,,STATE,15.199,41.233,26.034,,
B8_8_BB_BB_control_SB,2024-08-03 18:06:46.493,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_8_BB_BB_control.mp4,635.934,30.0,No focal subject,Eating,,,POINT,15.233,15.233,NA,,
B4_1_B_novel_SB,2024-08-01 16:45:32.788,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B4_1_B_novel.mp4,720.760,25.0,No focal subject,Trial start,,,POINT,15.240,15.240,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,red,Zone of Interest,,,STATE,15.291,49.624,34.333,,
B9_5_BG_PR_novel_SB,2024-08-03 19:08:57.497,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_5_BG_PR_novel.mp4,649.967,30.0,No focal subject,Trial start,,,POINT,15.300,15.300,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,redblack,Eating,,,POINT,15.333,15.333,NA,,
B7_8_B_control_SB,2024-08-03 16:39:30.305,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_8_B_control (1).mov,661.033,30.0,red,Test arena entry,,,POINT,15.333,15.333,NA,,
B9_1_GP_BB_novel_SB,2024-08-03 18:09:51.375,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B9_1_GP_BB_novel (1).mp4,820.169,30.0,No focal subject,Trial start,,,POINT,15.337,15.337,NA,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,blue,Eating,,,POINT,15.397,15.397,NA,,
B6_3_B_novel_SB,2024-08-02 13:09:00.698,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_3_B_novel (1).mov,702.033,30.0,red,Zone of Interest,,,STATE,15.433,29.300,13.867,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,redblue,Zone of Interest,,,STATE,15.497,52.130,36.633,,
B6_6_GG_BG_control_SB,2024-08-02 13:46:35.612,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B6_6_GG_BG_control (1).mp4,650.167,30.0,No focal subject,Trial start,,,POINT,15.500,15.500,NA,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,redblue,Zone of Interest,,,STATE,15.541,76.624,61.083,,
B7_2_B_novel_SB,2024-08-02 12:45:58.766,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B7_2_B_novel (1).mov,691.583,24.0,black,Zone of Interest,,,STATE,15.583,39.833,24.250,,
B8_6_BB_BB_novel_SB,2024-08-03 17:46:35.992,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B8_6_BB_BB_novel.mp4,639.267,30.0,No focal subject,Zone of Interest,,,STATE,15.600,586.700,571.100,,
B3_4_A_control_SB,2024-08-01 15:10:59.932,,D:/Simon/OneDrive - UGent/UGent-PC/Simon/Downloads/B3_4_A_control.mp4,685.030,30.0,black,Eating,,,POINT,15.630,15.630,NA,,
